Item,Category,Stock,Daily_Sales,Reorder_Level,Lead_Time_Days
"Master Giant Foot Doorstop, Safety Yellow",General,18.0,4.0,6.0,3
Maxell 4.7GB DVD+R 5/Pack,General,19.5,2.6,6.5,3
Maxell 4.7GB DVD+RW 3/Pack,General,25.5,4.25,8.5,7
Maxell 4.7GB DVD-R,General,73.5,4.454545454545454,24.5,7
Maxell 4.7GB DVD-R 5/Pack,General,31.5,4.2,10.5,6
Maxell 4.7GB DVD-RW 3/Pack,General,15.0,2.5,5.0,3
"Maxell 74 Minute CD-R Spindle, 50/Pack",General,36.0,4.8,12.0,6
"Maxell 74 Minute CDR, 10/Pack",General,39.0,5.2,13.0,3
Maxell CD-R Discs,General,13.5,3.0,4.5,5
Maxell DVD-RAM Discs,General,27.0,6.0,9.0,4
"Maxell Pro 80 Minute CD-R, 10/Pack",General,36.0,6.0,12.0,5
Maxell LTO Ultrium - 800 GB,General,61.5,5.125,20.5,7
Maxell iVDR EX 500GB Cartridge,General,15.0,5.0,5.0,6
"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",General,13.5,3.0,4.5,7
Mediabridge Sport Armband iPhone 5s,General,45.0,4.285714285714286,15.0,5
"Memo Book, 100 Message Capacity, 5 3/8 x 11",General,18.0,4.0,6.0,3
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",General,39.0,5.2,13.0,4
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",General,25.5,4.25,8.5,3
Memorex Froggy Flash Drive 4 GB,General,21.0,2.8,7.0,6
Memorex Froggy Flash Drive 8 GB,General,48.0,4.0,16.0,6
Memorex Micro Travel Drive 16 GB,General,58.5,5.571428571428571,19.5,3
Memorex Micro Travel Drive 32 GB,General,18.0,2.4,6.0,3
Memorex Micro Travel Drive 4 GB,General,16.5,3.6666666666666665,5.5,6
Memorex Micro Travel Drive 8 GB,General,39.0,3.25,13.0,7
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,General,67.5,7.5,22.5,7
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,General,21.0,7.0,7.0,3
Memorex Mini Travel Drive 4 GB USB 2.0 Flash Drive,General,3.0,2.0,1.0,3
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,General,22.5,2.5,7.5,7
Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,General,30.0,4.0,10.0,3
"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",General,28.5,3.8,9.5,7
"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",General,9.0,3.0,3.0,6
"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",General,27.0,3.0,9.0,6
"Metal Folding Chairs, Beige, 4/Carton",General,34.5,4.6,11.5,6
Micro Innovations USB RF Wireless Keyboard with Mouse,General,27.0,3.0,9.0,6
Micro Innovations Wireless Classic Keyboard with Mouse,General,6.0,2.0,2.0,5
Micropad Numeric Keypads,General,22.5,3.75,7.5,3
Microsoft Arc Touch Mouse,General,10.5,3.5,3.5,3
Microsoft Natural Ergonomic Keyboard 4000,General,28.5,3.8,9.5,6
Microsoft Natural Keyboard Elite,General,43.5,7.25,14.5,3
Microsoft Sculpt Comfort Mouse,General,63.0,4.2,21.0,4
Microsoft Wireless Mobile Mouse 4000,General,22.5,3.75,7.5,7
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",General,18.0,2.4,6.0,5
Mitel 5320 IP Phone VoIP phone,General,21.0,3.5,7.0,6
Mitel MiVoice 5330e IP Phone,General,51.0,3.7777777777777777,17.0,6
Mobile Personal File Cube,General,31.5,4.2,10.5,4
Model L Table or Wall-Mount Pencil Sharpener,General,36.0,4.8,12.0,4
Mophie Juice Pack Helium for iPhone,General,36.0,4.0,12.0,5
Motorla HX550 Universal Bluetooth Headset,General,22.5,3.75,7.5,4
Motorola Droid Maxx,General,31.5,5.25,10.5,5
Motorola HK250 Universal Bluetooth Headset,General,61.5,4.555555555555555,20.5,5
Motorola L703CM,General,48.0,5.333333333333333,16.0,3
Motorola L804,General,28.5,3.1666666666666665,9.5,5
Motorola Moto X,General,9.0,3.0,3.0,4
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",General,16.5,2.2,5.5,5
Multicolor Computer Printout Paper,General,28.5,3.8,9.5,5
Multimedia Mailers,General,3.0,2.0,1.0,7
NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,General,27.0,3.6,9.0,7
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,General,33.0,3.142857142857143,11.0,6
NETGEAR RangeMax WNR1000 Wireless Router,General,4.5,3.0,1.5,6
"Neat Ideas Personal Hanging Folder Files, Black",General,33.0,3.142857142857143,11.0,6
NeatDesk Desktop Scanner & Digital Filing System,General,3.0,2.0,1.0,6
Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,General,30.0,3.3333333333333335,10.0,3
Newell 307,General,18.0,4.0,6.0,5
Newell 308,General,7.5,2.5,2.5,4
Newell 309,General,30.0,4.0,10.0,4
Newell 31,General,36.0,4.8,12.0,5
Newell 310,General,37.5,3.5714285714285716,12.5,4
Newell 311,General,45.0,3.75,15.0,6
Newell 312,General,73.5,4.454545454545454,24.5,3
Newell 313,General,15.0,3.3333333333333335,5.0,5
Newell 314,General,36.0,3.4285714285714284,12.0,3
Newell 315,General,37.5,4.166666666666667,12.5,7
Newell 316,General,16.5,5.5,5.5,7
Newell 317,General,48.0,4.571428571428571,16.0,3
Newell 318,General,34.5,4.6,11.5,4
Newell 319,General,42.0,3.5,14.0,7
Newell 32,General,25.5,2.8333333333333335,8.5,4
Newell 320,General,34.5,3.2857142857142856,11.5,7
Newell 321,General,33.0,5.5,11.0,7
Newell 322,General,27.0,3.0,9.0,3
Newell 323,General,21.0,4.666666666666667,7.0,4
Newell 324,General,34.5,3.2857142857142856,11.5,5
Newell 325,General,51.0,5.666666666666667,17.0,3
Newell 326,General,34.5,3.8333333333333335,11.5,3
Newell 327,General,27.0,4.5,9.0,6
Newell 328,General,19.5,4.333333333333333,6.5,5
Newell 329,General,12.0,4.0,4.0,6
Newell 33,General,15.0,3.3333333333333335,5.0,7
Newell 330,General,16.5,2.75,5.5,4
Newell 331,General,25.5,4.25,8.5,3
Newell 332,General,36.0,4.8,12.0,4
Newell 333,General,49.5,3.0,16.5,4
Newell 334,General,40.5,4.5,13.5,6
Newell 335,General,18.0,3.0,6.0,7
Newell 336,General,27.0,4.5,9.0,6
Newell 337,General,6.0,2.0,2.0,3
Newell 338,General,12.0,4.0,4.0,3
Newell 339,General,15.0,3.3333333333333335,5.0,7
Newell 34,General,37.5,3.5714285714285716,12.5,3
Newell 340,General,13.5,4.5,4.5,4
Newell 341,General,34.5,3.2857142857142856,11.5,5
Newell 342,General,4.5,3.0,1.5,5
Newell 343,General,36.0,3.4285714285714284,12.0,5
Newell 344,General,27.0,3.0,9.0,5
Newell 345,General,39.0,2.888888888888889,13.0,4
Newell 346,General,16.5,2.2,5.5,7
Newell 347,General,48.0,4.571428571428571,16.0,4
Newell 348,General,36.0,4.0,12.0,5
Newell 349,General,21.0,4.666666666666667,7.0,7
Newell 35,General,45.0,3.3333333333333335,15.0,4
Newell 350,General,30.0,3.3333333333333335,10.0,7
Newell 351,General,39.0,3.7142857142857144,13.0,4
Newell Chalk Holder,General,31.5,3.0,10.5,3
Nokia Lumia 1020,General,6.0,4.0,2.0,4
Nokia Lumia 521 (T-Mobile),General,30.0,4.0,10.0,6
Nokia Lumia 925,General,16.5,3.6666666666666665,5.5,3
Nontoxic Chalk,General,40.5,3.375,13.5,3
Nortel Business Series Terminal T7208 Digital phone,General,13.5,3.0,4.5,4
Nortel Meridian M3904 Professional Digital phone,General,48.0,3.2,16.0,6
Nortel Meridian M5316 Digital phone,General,19.5,3.25,6.5,3
Nortel Networks T7316 E Nt8 B27,General,43.5,4.833333333333333,14.5,7
Novimex Fabric Task Chair,General,58.5,4.333333333333333,19.5,3
Novimex High-Tech Fabric Mesh Task Chair,General,24.0,4.0,8.0,6
Novimex Swivel Fabric Task Chair,General,37.5,3.125,12.5,7
Novimex Turbo Task Chair,General,33.0,3.6666666666666665,11.0,6
Nu-Dell EZ-Mount Plastic Wall Frames,General,12.0,4.0,4.0,3
Nu-Dell Executive Frame,General,58.5,6.5,19.5,7
Nu-Dell Float Frame 11 x 14 1/2,General,33.0,3.142857142857143,11.0,5
Nu-Dell Leatherette Frames,General,27.0,6.0,9.0,6
Nu-Dell Oak Frame,General,24.0,5.333333333333333,8.0,7
O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,General,46.5,4.428571428571429,15.5,6
O'Sullivan 2-Shelf Heavy-Duty Bookcases,General,31.5,3.5,10.5,5
O'Sullivan 3-Shelf Heavy-Duty Bookcases,General,33.0,4.4,11.0,5
O'Sullivan 4-Shelf Bookcase in Odessa Pine,General,55.5,5.285714285714286,18.5,4
O'Sullivan 5-Shelf Heavy-Duty Bookcases,General,13.5,2.25,4.5,7
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,General,13.5,4.5,4.5,3
O'Sullivan Cherrywood Estates Traditional Bookcase,General,9.0,3.0,3.0,6
"O'Sullivan Elevations Bookcase, Cherry Finish",General,27.0,3.6,9.0,7
O'Sullivan Living Dimensions 2-Shelf Bookcases,General,42.0,2.8,14.0,5
O'Sullivan Living Dimensions 3-Shelf Bookcases,General,25.5,4.25,8.5,4
O'Sullivan Living Dimensions 5-Shelf Bookcases,General,31.5,3.5,10.5,5
O'Sullivan Manor Hill 2-Door Library in Brianna Oak,General,18.0,3.0,6.0,6
O'Sullivan Plantations 2-Door Library in Landvery Oak,General,33.0,4.4,11.0,6
"OIC #2 Pencils, Medium Soft",General,25.5,2.4285714285714284,8.5,3
OIC Binder Clips,General,57.0,5.428571428571429,19.0,3
"OIC Binder Clips, Mini, 1/4"" Capacity, Black",General,19.5,2.6,6.5,6
OIC Bulk Pack Metal Binder Clips,General,45.0,3.75,15.0,4
"OIC Colored Binder Clips, Assorted Sizes",General,66.0,6.285714285714286,22.0,7
OIC Stacking Trays,General,45.0,5.0,15.0,7
OIC Thumb-Tacks,General,19.5,4.333333333333333,6.5,7
"Office Impressions End Table, 20-1/2""H x 24""W x 20""D",General,34.5,4.6,11.5,4
Office Impressions Heavy Duty Welded Shelving & Multimedia Storage Drawers,General,30.0,4.0,10.0,4
Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,General,48.0,4.571428571428571,16.0,5
Office Star - Contemporary Task Swivel Chair,General,30.0,3.3333333333333335,10.0,7
"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",General,10.5,3.5,3.5,5
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",General,52.5,3.888888888888889,17.5,4
Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms,General,19.5,6.5,6.5,4
Office Star - Ergonomically Designed Knee Chair,General,28.5,2.7142857142857144,9.5,7
Office Star - Mesh Screen back chair with Vinyl seat,General,30.0,2.857142857142857,10.0,5
Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,General,46.5,6.2,15.5,4
Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,General,42.0,3.5,14.0,5
Office Star - Task Chair with Contemporary Loop Arms,General,12.0,4.0,4.0,6
Office Star Flex Back Scooter Chair with Aluminum Finish Frame,General,30.0,3.3333333333333335,10.0,5
Office Star Flex Back Scooter Chair with White Frame,General,31.5,3.0,10.5,6
Okidata B400 Printer,General,4.5,1.5,1.5,5
Okidata B401 Printer,General,4.5,3.0,1.5,5
Okidata C331dn Printer,General,18.0,2.4,6.0,7
Okidata C610n Printer,General,7.5,2.5,2.5,6
Okidata MB491 Multifunction Printer,General,13.5,4.5,4.5,6
Okidata MB760 Printer,General,10.5,3.5,3.5,5
Ooma Telo VoIP Home Phone System,General,27.0,3.6,9.0,6
OtterBox Commuter Series Case - Samsung Galaxy S4,General,27.0,4.5,9.0,3
OtterBox Commuter Series Case - iPhone 5 & 5s,General,24.0,4.0,8.0,4
OtterBox Defender Series Case - Samsung Galaxy S4,General,40.5,3.375,13.5,3
OtterBox Defender Series Case - iPhone 5c,General,7.5,2.5,2.5,7
PNY Rapid USB Car Charger - Black,General,3.0,2.0,1.0,6
"Padded Folding Chairs, Black, 4/Carton",General,45.0,3.75,15.0,5
Panasonic Business Telephones KX-T7736,General,4.5,3.0,1.5,6
Panasonic KP-150 Electric Pencil Sharpener,General,24.0,4.0,8.0,3
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,General,13.5,4.5,4.5,3
Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,General,6.0,1.3333333333333333,2.0,6
Panasonic KP-380BK Classic Electric Pencil Sharpener,General,33.0,3.6666666666666665,11.0,7
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,General,24.0,4.0,8.0,3
Panasonic KX - TS880B Telephone,General,16.5,3.6666666666666665,5.5,5
Panasonic KX MB2061 Multifunction Printer,General,15.0,10.0,5.0,3
Panasonic KX MC6040 Color Laser Multifunction Printer,General,7.5,2.5,2.5,7
Panasonic KX T7731-B Digital phone,General,12.0,2.6666666666666665,4.0,3
Panasonic KX T7736-B Digital phone,General,15.0,2.0,5.0,5
Panasonic KX TS208W Corded phone,General,48.0,5.333333333333333,16.0,7
Panasonic KX TS3282B Corded phone,General,13.5,3.0,4.5,6
Panasonic KX TS3282W Corded phone,General,37.5,3.5714285714285716,12.5,4
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,General,33.0,3.142857142857143,11.0,7
Panasonic KX-TG9471B,General,40.5,3.857142857142857,13.5,4
Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,General,37.5,5.0,12.5,6
Panasonic Kx-TS550,General,34.5,3.2857142857142856,11.5,4
Park Ridge Embossed Executive Business Envelopes,General,6.0,4.0,2.0,5
Pastel Pink Envelopes,General,13.5,3.0,4.5,3
PayAnywhere Card Reader,General,37.5,5.0,12.5,3
Peel & Seel Envelopes,General,27.0,4.5,9.0,6
"Peel & Seel Recycled Catalog Envelopes, Brown",General,39.0,4.333333333333333,13.0,7
Peel & Stick Add-On Corner Pockets,General,45.0,4.285714285714286,15.0,7
Peel-Off China Markers,General,46.5,4.428571428571429,15.5,5
Pencil and Crayon Sharpener,General,24.0,4.0,8.0,4
Penpower WorldCard Pro Card Scanner,General,1.5,1.0,0.5,6
"Performers Binder/Pad Holder, Black",General,54.0,4.5,18.0,4
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",General,18.0,4.0,6.0,4
"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",General,49.5,4.125,16.5,7
Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,General,27.0,3.0,9.0,6
"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",General,43.5,4.833333333333333,14.5,3
Personal Creations Ink Jet Cards and Labels,General,42.0,7.0,14.0,5
Personal File Boxes with Fold-Down Carry Handle,General,18.0,2.4,6.0,6
"Personal Filing Tote with Lid, Black/Gray",General,46.5,3.875,15.5,5
"Personal Folder Holder, Ebony",General,21.0,2.3333333333333335,7.0,6
Petty Cash Envelope,General,15.0,3.3333333333333335,5.0,6
Pizazz Global Quick File,General,36.0,4.0,12.0,5
Plantronics 81402,General,22.5,3.75,7.5,7
Plantronics Audio 478 Stereo USB Headset,General,51.0,3.7777777777777777,17.0,6
Plantronics Audio 995 Wireless Stereo Headset,General,27.0,4.5,9.0,7
"Plantronics CS 50-USB - headset - Convertible, Monaural",General,19.5,2.6,6.5,4
Plantronics CS510 - Over-the-Head monaural Wireless Headset System,General,52.5,3.5,17.5,3
Plantronics Calisto P620-M USB Wireless Speakerphone System,General,21.0,3.5,7.0,4
Plantronics Cordless Phone Headset with In-line Volume - M214C,General,40.5,4.5,13.5,6
Plantronics Encore H101 Dual Earpieces Headset,General,27.0,2.5714285714285716,9.0,7
Plantronics HL10 Handset Lifter,General,36.0,8.0,12.0,7
Plantronics MX500i Earset,General,22.5,2.142857142857143,7.5,3
Plantronics S12 Corded Telephone Headset System,General,34.5,3.8333333333333335,11.5,3
Plantronics Savi W720 Multi-Device Wireless Headset System,General,36.0,3.4285714285714284,12.0,3
Plantronics Single Ear Headset,General,7.5,5.0,2.5,3
Plantronics Voyager Pro HD - Bluetooth Headset,General,37.5,5.0,12.5,4
Plantronics Voyager Pro Legend,General,12.0,2.6666666666666665,4.0,5
Plastic Binding Combs,General,34.5,4.6,11.5,5
Plastic Stacking Crates & Casters,General,12.0,2.0,4.0,3
Plymouth Boxed Rubber Bands by Plymouth,General,27.0,3.6,9.0,7
Poly Designer Cover & Back,General,52.5,5.0,17.5,6
Poly String Tie Envelopes,General,52.5,3.1818181818181817,17.5,4
Polycom CX300 Desktop Phone USB VoIP phone,General,22.5,3.0,7.5,3
Polycom CX600 IP Phone VoIP phone,General,25.5,4.25,8.5,6
Polycom SoundPoint IP 450 VoIP phone,General,33.0,3.6666666666666665,11.0,4
Polycom SoundPoint Pro SE-225 Corded phone,General,28.5,4.75,9.5,3
Polycom SoundStation2 EX Conference phone,General,18.0,3.0,6.0,6
Polycom VVX 310 VoIP phone,General,60.0,5.0,20.0,5
Polycom VoiceStation 500 Conference phone,General,22.5,3.0,7.5,3
Portable Personal File Box,General,28.5,3.1666666666666665,9.5,4
Portfile Personal File Boxes,General,10.5,3.5,3.5,5
"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",General,13.5,4.5,4.5,4
PowerGen Dual USB Car Charger,General,21.0,3.5,7.0,4
Prang Colored Pencils,General,48.0,4.571428571428571,16.0,5
Prang Drawing Pencil Set,General,58.5,3.5454545454545454,19.5,7
Prang Dustless Chalk Sticks,General,36.0,3.0,12.0,7
Premier Automatic Letter Opener,General,21.0,2.8,7.0,3
Premier Electric Letter Opener,General,36.0,3.0,12.0,7
"Premier Elliptical Ring Binder, Black",General,69.0,5.111111111111111,23.0,3
Premium Transparent Presentation Covers by GBC,General,64.5,4.3,21.5,6
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",General,43.5,4.142857142857143,14.5,5
"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",General,43.5,4.142857142857143,14.5,6
"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",General,66.0,3.6666666666666665,22.0,7
"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",General,13.5,3.0,4.5,5
Pressboard Data Binders by Wilson Jones,General,40.5,3.375,13.5,3
Pressboard Hanging Data Binders for Unburst Sheets,General,72.0,4.8,24.0,6
Presstex Flexible Ring Binders,General,45.0,3.75,15.0,3
Prestige Round Ring Binders,General,31.5,2.625,10.5,4
Prismacolor Color Pencil Set,General,36.0,3.4285714285714284,12.0,3
Project Tote Personal File,General,22.5,3.75,7.5,7
PureGear Roll-On Screen Protector,General,51.0,6.8,17.0,6
Pyle PMP37LED,General,64.5,4.3,21.5,7
Pyle PRT45 Retro Home Telephone,General,6.0,4.0,2.0,6
QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,General,19.5,2.6,6.5,3
Quality Park Security Envelopes,General,16.5,2.75,5.5,7
"Quartet Alpha White Chalk, 12/Pack",General,12.0,4.0,4.0,4
"Quartet Omega Colored Chalk, 12/Pack",General,22.5,2.142857142857143,7.5,4
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,General,4.5,3.0,1.5,3
RCA ViSYS 25423RE1 Corded phone,General,3.0,2.0,1.0,6
RCA ViSYS 25425RE1 Corded phone,General,4.5,3.0,1.5,3
RCA ViSYS 25825 Wireless digital phone,General,10.5,3.5,3.5,4
RCA Visys Integrated PBX 8-Line Router,General,28.5,3.8,9.5,7
"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",General,55.5,4.625,18.5,3
"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",General,28.5,3.1666666666666665,9.5,5
Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,General,43.5,4.833333333333333,14.5,5
Razer Kraken PRO Over Ear PC and Music Headset,General,45.0,3.75,15.0,7
Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,General,39.0,3.7142857142857144,13.0,4
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",General,30.0,3.3333333333333335,10.0,5
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",General,45.0,6.0,15.0,6
Recycled Easel Ring Binders,General,52.5,3.888888888888889,17.5,7
Recycled Eldon Regeneration Jumbo File,General,30.0,3.3333333333333335,10.0,3
"Recycled Interoffice Envelopes with Re-Use-A-Seal Closure, 10 x 13",General,7.5,2.5,2.5,7
"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",General,18.0,2.4,6.0,5
Recycled Premium Regency Composition Covers,General,13.5,3.0,4.5,3
Recycled Pressboard Report Cover with Reinforced Top Hinge,General,51.0,4.25,17.0,6
Recycled Steel Personal File for Hanging File Folders,General,31.5,3.5,10.5,6
Recycled Steel Personal File for Standard File Folders,General,30.0,5.0,10.0,3
"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",General,52.5,5.0,17.5,5
"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",General,31.5,4.2,10.5,5
Rediform S.O.S. Phone Message Books,General,6.0,4.0,2.0,3
Rediform Voice Mail Log Books,General,16.5,5.5,5.5,5
"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",General,25.5,3.4,8.5,5
Regeneration Desk Collection,General,31.5,4.2,10.5,3
Revere Boxed Rubber Bands by Revere,General,43.5,4.833333333333333,14.5,3
Ricoh - Ink Collector Unit for GX3000 Series Printers,General,21.0,4.666666666666667,7.0,3
Riverleaf Stik-Withit Designer Note Cubes,General,22.5,3.0,7.5,7
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",General,37.5,5.0,12.5,3
Riverside Furniture Stanwyck Manor Table Series,General,7.5,1.6666666666666667,2.5,3
"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",General,36.0,4.8,12.0,4
Rogers Deluxe File Chest,General,33.0,2.75,11.0,7
Rogers Handheld Barrel Pencil Sharpener,General,45.0,4.285714285714286,15.0,5
"Rogers Jumbo File, Granite",General,36.0,3.4285714285714284,12.0,4
Rogers Profile Extra Capacity Storage Tub,General,48.0,4.571428571428571,16.0,3
Rosewill 107 Normal Keys USB Wired Standard Keyboard,General,13.5,3.0,4.5,7
Round Ring Binders,General,42.0,4.666666666666667,14.0,4
Round Specialty Laser Printer Labels,General,58.5,6.5,19.5,3
Rubber Band Ball,General,24.0,4.0,8.0,4
"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",General,36.0,4.8,12.0,3
"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",General,22.5,3.75,7.5,7
Rush Hierlooms Collection Rich Wood Bookcases,General,6.0,2.0,2.0,3
SAFCO Arco Folding Chair,General,79.5,4.076923076923077,26.5,6
SAFCO Boltless Steel Shelving,General,69.0,4.6,23.0,7
"SAFCO Commercial Wire Shelving, 72h",General,36.0,4.8,12.0,4
"SAFCO Commercial Wire Shelving, Black",General,52.5,3.5,17.5,3
SAFCO Folding Chair Trolley,General,9.0,2.0,3.0,3
"SAFCO Mobile Desk Side File, Wire Frame",General,46.5,3.875,15.5,7
SAFCO Optional Arm Kit for Workspace Cribbage Stacking Chair,General,18.0,2.4,6.0,3
"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",General,39.0,5.2,13.0,5
"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",General,21.0,2.8,7.0,7
SANFORD Liquid Accent Tank-Style Highlighters,General,7.5,1.6666666666666667,2.5,4
SANFORD Major Accent Highlighters,General,45.0,4.285714285714286,15.0,4
"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",General,12.0,2.6666666666666665,4.0,3
Sabrent 4-Port USB 2.0 Hub,General,22.5,3.75,7.5,4
"Safco Chair Connectors, 6/Carton",General,39.0,6.5,13.0,7
Safco Commercial Shelving,General,16.5,2.2,5.5,4
Safco Contoured Stacking Chairs,General,40.5,3.375,13.5,5
Safco Drafting Table,General,18.0,3.0,6.0,5
Safco Industrial Shelving,General,19.5,2.6,6.5,7
Safco Industrial Wire Shelving,General,24.0,3.2,8.0,6
Safco Industrial Wire Shelving System,General,45.0,3.75,15.0,3
Safco Steel Mobile File Cart,General,13.5,1.8,4.5,5
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",General,25.5,2.8333333333333335,8.5,6
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",General,21.0,4.666666666666667,7.0,5
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",General,19.5,3.25,6.5,4
Samsung Convoy 3,General,13.5,4.5,4.5,6
Samsung Galaxy Mega 6.3,General,58.5,6.5,19.5,6
Samsung Galaxy Note 2,General,21.0,7.0,7.0,3
Samsung Galaxy Note 3,General,19.5,4.333333333333333,6.5,6
Samsung Galaxy S III - 16GB - pebble blue (T-Mobile),General,42.0,4.666666666666667,14.0,3
Samsung Galaxy S4,General,19.5,2.6,6.5,3
Samsung Galaxy S4 Active,General,12.0,4.0,4.0,7
Samsung Galaxy S4 Mini,General,22.5,3.0,7.5,4
Samsung HM1900 Bluetooth Headset,General,40.5,3.857142857142857,13.5,7
Samsung Replacement EH64AVFWE Premium Headset,General,31.5,4.2,10.5,6
Samsung Rugby III,General,36.0,3.0,12.0,5
SanDisk Cruzer 16 GB USB Flash Drive,General,15.0,3.3333333333333335,5.0,5
SanDisk Cruzer 32 GB USB Flash Drive,General,30.0,3.3333333333333335,10.0,6
SanDisk Cruzer 4 GB USB Flash Drive,General,7.5,2.5,2.5,7
SanDisk Cruzer 64 GB USB Flash Drive,General,51.0,3.7777777777777777,17.0,6
SanDisk Cruzer 8 GB USB Flash Drive,General,6.0,4.0,2.0,4
SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,General,46.5,4.428571428571429,15.5,5
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,General,66.0,4.0,22.0,3
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,General,37.5,4.166666666666667,12.5,3
Sanford 52201 APSCO Electric Pencil Sharpener,General,21.0,3.5,7.0,3
"Sanford Colorific Colored Pencils, 12/Box",General,39.0,5.2,13.0,6
"Sanford Colorific Eraseable Coloring Pencils, 12 Count",General,22.5,3.75,7.5,4
"Sanford Colorific Scented Colored Pencils, 12/Pack",General,16.5,5.5,5.5,3
"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",General,21.0,4.666666666666667,7.0,3
Sanford Liquid Accent Highlighters,General,36.0,4.8,12.0,6
Sanford Pocket Accent Highlighters,General,21.0,4.666666666666667,7.0,7
"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",General,10.5,2.3333333333333335,3.5,6
"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",General,21.0,4.666666666666667,7.0,5
"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",General,7.5,5.0,2.5,6
Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,General,12.0,4.0,4.0,6
